id,id_cliente,valor_total
99e10960-2738,C3403,1096.33
df1cf092-0367,C1581,173.11
1bdec36d-19f5,C7451,316.54
696d8797-63a5,C1991,156.0
22224b0e-d9de,C9477,123.68
10502c73-a129,C5423,131.22
83bde841-ca57,C9553,39.0
b2f1d4b2-661c,C3595,229.79
124c752f-8f3e,C10084,63.62
ec947a57-29bb,C3434,146.48
63abfa93-4a06,C10779,61.47
b2c788e2-5ea3,C4394,211.06
ba8361ae-b6dd,C6382,112.94
5db10e34-7739,C7094,220.91
df836133-c21e,C8416,109.82
163f5748-0aef,C4002,356.56
6740e3a7-c897,C8312,69.24
e743b5d4-2b8c,C9167,1398.5
846dd607-843a,C3436,45.0
0f659f47-9a4d,C10770,209.85
8cc7dfab-b457,C8235,240.42
69351b98-ae81,C1517,256.8
f502bf71-d9a4,C4268,110.7
ddecc631-1cfa,C6428,228.64
5e91c611-4f68,C3830,164.87
3dd57e2c-8507,C2337,138.0
9474ad39-1e2e,C2939,194.65
1212f171-f696,C10203,181.17
61693a40-bcc4,C3623,41.05
1598bc1f-74a1,C4200,108.18
c01317fc-157d,C9121,834.5
d0308624-9440,C322,161.18
82bcca14-1e33,C7875,187.56
b41cfc18-b68c,C1020,144.17
0fc3ce55-0ed7,C9362,180.31
633729d4-fbfa,C5423,131.22
b42a1d5c-2eab,C2150,337.4
8d801deb-b493,C6457,159.0
ed0467d4-b67f,C5642,325.5
e6ca5605-84dc,C2415,144.83
afb8e018-142b,C1880,171.54
1db59776-c0c6,C7254,133.17
a15990b8-97f0,C11112,327.33
dc9af668-1b42,C8182,60.44
43df68b4-f3e0,C4501,323.44
ac119eb5-8fb0,C10323,228.67
ef2cad30-d72d,C5272,448.6
8d4f27f8-ee0a,C3009,373.25
3d83483b-e5e3,C9760,2178.0
4ff15991-4d8a,C10542,218.86
902ba586-f8a8,C10129,149.3
45ea0bb6-86cb,C254,140.25
d7ffe812-531c,C5899,16.79
07d67864-232b,C255,61.8
09b70c7c-d5b4,C9081,53.38
caed3fef-fced,C10703,480.0
5c1ebe65-b079,C3537,323.75
452c9360-3d6c,C615,127.1
50d02249-d8c4,C3526,123.15
4773a483-54c3,C2150,337.4
aadcc00a-13fa,C2521,162.78
0b2d69be-acd3,C10699,108.59
e1c760b9-e4ef,C10489,553.29
3f05161a-dc2d,C10341,164.46
578e7722-2be3,C8135,113.1
80d32992-a44d,C6343,221.67
82d4d63e-3a83,C7059,185.44
79baeb40-4f36,C5068,135.71
29b5282c-9a31,C6142,387.29
8e63e353-bcfb,C11114,117.0
e35571f0-18b5,C6652,161.1
f285e566-d23c,C7297,28.36
a9220650-208b,C6142,387.29
bc66ed78-b255,C9697,131.82
2214c728-9e4b,C4887,230.8
3dddb039-db56,C10466,264.14
aa46504d-b450,C4329,49.44
450e1ee1-cbfb,C4174,153.47
7b9ce556-ce24,C8416,109.82
2acd044e-69ae,C5107,93.38
ae1534b0-6751,C10702,242.56
f5ffc118-4685,C5959,747.5
5021f6f4-9ec8,C7495,212.91
538c6388-66ba,C3469,239.33
cb1533ee-796d,C8397,88.67
b151654d-f2bd,C9860,935.5
bee17bb5-c315,C2066,404.25
cb742039-84b9,C9952,325.3
57ba3da8-129e,C2694,126.93
809dc01b-afc4,C8545,255.0
8ba9e526-9c5f,C1626,93.38
9097f9fe-8ec8,C9185,290.6
e58cc624-a1ee,C2836,225.25
dd77557f-3495,C4491,238.0
96f94607-f2f7,C1833,102.0
33c37c61-3f6c,C2345,324.22
957df0ae-36b9,C4149,198.25
1b9174c4-db8a,C4796,137.87
8880fbf2-617a,C2669,206.33
046aedfc-ce63,C6466,103.65
f44754f4-14b4,C5967,231.83
9e19d2f3-064d,C851,297.5
d5a12ab9-5f39,C10146,124.62
256ff49a-f4f3,C9362,180.31
28724977-af9d,C3463,169.76
44d640b9-bcaf,C5823,70.79
728010b4-b6ca,C3690,333.9
1cc67cb6-9941,C8566,79.82
5faa9e16-60f5,C11074,177.2
6328dfaa-4f93,C2952,100.73
b7a42125-e9e2,C5407,201.09
bf5d395f-0544,C4303,71.0
d3f21a0a-5564,C5723,93.14
090bff4a-c2d2,C1577,251.77
c6da47ca-9e31,C2875,186.13
dc0873be-5e84,C8082,267.75
4fc9dece-e488,C2456,186.22
5547c6d0-309e,C8443,49.1
0d750b32-819a,C10509,118.31
03102c0a-4d5c,C10991,742.0
231abcc1-4f3c,C11188,77.64
7fa6cd84-91af,C4769,142.0
8f54ea80-fd6f,C6327,249.09
a596a314-d3e0,C6720,202.67
0f707d88-18ec,C9931,9.82
7d0d7a14-2326,C3312,61.91
075ddc88-4f4b,C11075,213.6
38530ee0-04d8,C5012,398.33
1db9f193-51cc,C6409,595.0
523b321d-57f1,C2632,420.8
a412af07-7b47,C8029,235.0
c1d3aef4-dd42,C7881,309.33
a9e0f3be-e8f4,C6384,134.5
896c96fc-9a94,C4299,985.67
13350261-5770,C3334,171.43
2ab2cefc-67fe,C5455,190.43
7badc0f0-6fb2,C2415,144.83
9f78b817-6b17,C9076,320.0
762f6083-5433,C9353,153.06
e134e89f-5790,C5536,914.25
e88ae975-f64b,C7419,75.13
43ec53a9-fac3,C624,393.5
f22eb3f1-0bb0,C4580,350.67
f433c525-7bbb,C8164,342.3
4e18b6da-672e,C2415,144.83
ad30613e-38eb,C2986,55.74
51e589d9-87ac,C10286,249.14
8871dbed-7ae1,C10967,278.0
087d106c-21a4,C193,46.15
62da465e-a26f,C4055,45.94
3a5d0dd3-412b,C7005,143.82
2837b45f-175b,C873,238.0
8fbd4931-b539,C966,463.75
d5320a70-06d2,C9080,321.4
58c9f489-78c2,C1131,136.88
82ee01e4-de2f,C4786,392.25
72032c5f-9bbd,C9289,72.95
2a9255e1-3f8e,C6274,349.1
79c645dc-747f,C9576,134.6
444362de-8c3e,C6119,170.0
62c7f41c-b4bf,C6205,104.31
308d48d7-e044,C7411,82.5
ecdd8ce9-b060,C9477,123.68
b6667880-cd86,C5092,195.27
ab014a24-e108,C1050,73.75
f138eee9-dd40,C9014,85.83
1fb39cdb-0dbb,C7718,183.33
544eee94-4495,C1162,194.44
0f57cad5-55f4,C5896,218.43
67570a87-728f,C4303,71.0
b07b9bdf-3d51,C830,237.15
96ef699a-50d2,C9362,180.31
3bee6e2e-f554,C11178,126.14
c31cd64a-a5a1,C143,364.29
b6198dcf-e6eb,C5824,65.45
08957edd-8d07,C1307,87.45
39fdfcdf-1752,C3535,197.29
d41490f9-2192,C6384,134.5
3e62901f-f607,C10102,144.83
59796f13-96ff,C902,174.93
948dd203-1b06,C5031,1154.67
0fec5f64-ddcd,C8029,235.0
f0f28e22-9185,C246,162.94
d844951a-2854,C4331,297.67
981c7056-0506,C4619,278.71
562022d7-e5c4,C213,56.59
fd6f7830-07d7,C5734,257.9
ae3ea2dd-8324,C873,238.0
3b31ad82-2af2,C4329,49.44
471fb785-4635,C4789,420.88
79ddafb5-cca4,C10536,85.62
fc957028-814e,C3011,221.54
c309cda1-be44,C286,167.45
96246212-f6f2,C3657,1631.0
d9df1596-fde9,C3783,157.29
906b7c24-9071,C3107,228.54
9be9e980-ea1d,C1740,129.5
52795478-22b3,C1945,372.0
168accf3-5a79,C4324,883.0
1c026bd8-9fa5,C7646,206.54
3fa997fc-23ea,C891,203.33
c125f42f-9665,C5172,271.2
f25e3529-afc5,C6931,246.69
f002c828-6117,C9081,53.38
29a8238a-8585,C453,81.78
4e63da63-adaf,C4769,142.0
6bfcfd09-9256,C9635,99.6
b1287d54-559c,C455,708.33
fdc17b89-46f7,C5140,670.25
a09722d0-8797,C8029,235.0
d918c52f-8ad6,C10660,120.87
1dd5b390-11fa,C6071,564.0
aa952b4f-5d4d,C5555,356.28
32aa14a8-11b6,C2379,962.0
dca600e9-26e8,C4351,517.0
166fe4eb-faf9,C4954,167.33
d340b615-b8bf,C8026,291.56
ce254ad0-7d8b,C1377,232.0
bed35715-fc99,C10951,158.58
585d81a0-7486,C2295,200.85
31277004-01da,C2557,153.88
b00d018b-3e92,C1523,136.67
05d765fc-294b,C8146,87.32
5e41fff8-7bb2,C4954,167.33
a2bb7898-47ff,C606,120.0
80e48b63-d875,C6428,228.64
48e911b8-162d,C4138,199.5
7db2bb3b-7f00,C3011,221.54
1a54ffd3-8637,C5892,161.89
ce91fd71-47e3,C1277,163.45
82adb149-6b4c,C10556,143.19
c96d91f4-8fae,C2612,287.09
ad6ea7be-6786,C10981,269.92
69b09aef-b6e3,C4119,160.9
8f590bfa-074a,C4055,45.94
02c8ebf2-c0e3,C544,261.7
66e27939-4d80,C10476,175.12
cde437d7-0d95,C10095,3090.0
559dbf21-283a,C5043,160.57
6f3c3d6b-8438,C615,127.1
351624b0-c8d9,C5283,136.08
d4b00f54-06f8,C10500,82.69
21698fc8-6af1,C1406,201.45
168f5da3-109b,C477,204.65
5779f36d-8c84,C4686,264.62
19b62845-affb,C7679,78.88
733fad03-bd59,C7485,130.89
7c44035c-8017,C5961,98.78
8bfd0840-4599,C10084,63.62
59b06bf3-0e14,C6205,104.31
4c3d8b3d-c64a,C4390,209.2
85a78244-9c97,C6086,334.9
0629c5f5-95a2,C6663,304.29
9edcea6a-c02a,C6222,94.0
b482dc1d-4997,C10492,93.82
3f11983b-a9d6,C2544,217.91
f6f9f137-08bc,C6182,52.86
43bf8da4-1e6a,C8299,141.6
5f6ff276-508f,C1826,207.88
0d5f53a7-b302,C5735,290.46
5e8ae094-3208,C5121,168.5
b3b109e4-f84e,C8443,49.1
ba96e09a-109d,C5610,92.93
c1a0a337-5d1c,C7540,130.94
af63201c-ef5b,C1016,95.93
c1012a13-5687,C22,214.33
1980599c-b533,C3007,196.62
b5130d61-46ca,C10492,93.82
b19a3756-279b,C4286,120.05
1d52a978-5ec2,C1964,902.0
07c6e0e1-c40a,C4931,2182.33
f64e4d4a-81d9,C8504,144.17
35ce39d1-a32e,C9624,160.47
3283fb34-c8fb,C10476,175.12
8151fee4-7bc3,C11051,153.52
a6941c07-5637,C4501,323.44
443d4c7e-23fe,C7411,82.5
93b372fa-9ed3,C3910,498.86
f88764cd-efcd,C7873,529.2
70e9140b-c782,C3979,944.5
f2e85973-437a,C3645,283.25
41ac3e49-39f4,C9738,1766.0
1c0776c1-4bd8,C3266,118.07
8c5766f0-d47b,C9150,88.61
a941998e-9d87,C1880,171.54
40807746-1811,C6969,349.0
59ce85e5-d037,C4299,985.67
255ab8f9-1ddd,C7791,192.88
5e007219-6a02,C1740,129.5
637ca791-fee0,C9862,91.3
c8fac28c-7b46,C5545,203.31
8509505b-0ab9,C10660,120.87
b2dd0379-5c26,C6383,85.62
15d6a26f-16d7,C4179,144.14
7eece42b-2f0d,C9960,69.94
a1efe8b6-b2b5,C7937,68.6
56c7f1e3-f699,C7617,252.14
9c2248b8-9afa,C9855,369.0
5c7df840-95e3,C10951,158.58
d7f83f6e-52f7,C7059,185.44
a134a773-7032,C10613,111.07
ed2f19ce-eb2b,C10727,287.8
cc429b9b-f8cd,C1710,209.5
f01faf4e-8fa0,C7532,454.0
812d1904-22a7,C9931,9.82
0a80900b-e876,C4426,290.62
e77ca359-c9a7,C10766,124.09
8ad3b2f4-6f7c,C213,56.59
aef458e8-26e8,C1542,195.25
d8f517fc-dd24,C8890,161.29
dba2469d-057c,C8402,254.09
fdeb0124-e428,C7629,48.47
38424a8a-3ad5,C5350,290.46
1724c59d-f6f5,C8690,1195.67
0b637ebd-200c,C4964,237.92
b8f876d0-7595,C4058,232.09
7a956be4-1516,C4619,278.71
4f472de7-c5d7,C7321,198.12
ca2fe55d-5cc7,C3182,130.13
d8efce79-1ff1,C6521,232.0
a267e389-f04a,C5721,159.27
4a246e56-7b62,C713,110.42
d5cce38e-fc71,C7290,420.14
5311f0d1-916c,C2666,186.82
4b0da428-3a02,C5113,604.0
d2f3560f-b13c,C5684,185.9
7b6b6040-0d70,C2958,91.15
a990359a-640c,C5824,65.45
63450641-bb16,C4216,3794.0
db585ae8-2ec7,C6177,199.0
a2e9b916-5b4c,C3376,209.36
9f5675e3-5aba,C2632,420.8
6d54e86f-b300,C2130,134.5
a31ac0ab-ab70,C6887,219.8
92e3b1dd-f620,C9010,384.89
ed816648-943e,C2797,429.14
13468da2-4e09,C5303,174.63
208e8794-498c,C6991,199.89
1fff3563-b7af,C49,38.95
e66223ae-a614,C9617,41.73
62daa448-bf8b,C5015,479.33
62d1985d-2a36,C5290,247.29
a018447e-1856,C2936,328.33
9538cedb-305f,C8975,62.54
74257522-6bdb,C4785,215.6
540b5409-e155,C8148,302.86
28a9786e-83f4,C73,535.5
98e426a0-3723,C195,404.25
abc1d593-3a72,C9624,160.47
a0b5cfd9-9b72,C3697,151.09
03deacbf-67f8,C4669,102.0
bb56134e-80c6,C3138,1901.0
2bc5d8b6-75f5,C4070,359.27
b5f95903-21e3,C2878,312.33
087f482d-64ac,C3783,157.29
266b4b4d-f572,C246,162.94
c2d600c1-8ec4,C4093,221.8
17b47e5f-988e,C6991,199.89
c6001f31-d179,C2428,391.0
7abcc645-2de0,C2712,272.18
1d2b6303-74cd,C7530,130.89
92095873-d267,C10785,108.0
018a6260-92e4,C11091,90.06
f25fb331-1e3c,C7118,279.55
c5897350-9f01,C7873,529.2
ad7a686e-4d56,C10955,198.17
26a23817-4790,C10560,90.18
7215d86a-6ef2,C6320,590.6
c966e44c-3478,C2611,312.73
31a04aff-a8f8,C4789,420.88
83b0dd79-c90b,C8080,279.25
08a1f3ad-04e4,C6918,398.33
52cffb50-4fd4,C8029,235.0
75a3b998-78e7,C8397,88.67
1b29117a-a051,C3515,199.69
b3543f2f-2038,C9483,344.86
6be08643-c0ae,C9467,65.77
0848fe60-ee22,C9888,159.0
9adbcc11-a7f6,C3595,229.79
c3ba6ad6-8fb1,C2639,86.48
3c2336c6-6be9,C832,210.92
f64986f7-5f66,C3138,1901.0
991c78e1-1e9c,C2564,170.2
da9572a8-3433,C5172,271.2
c27180d2-77e5,C8686,141.14
08e2f4a2-ef55,C5841,507.4
49a8cb41-ac69,C4058,232.09
d11f9812-a5df,C10492,93.82
c6d97a51-a765,C6182,52.86
729e1301-2599,C2415,144.83
cb2ad7bd-0923,C7987,152.17
7b4267eb-b723,C760,315.38
6813729c-3582,C6471,167.67
fe5465cc-6993,C7297,28.36
365a3799-f728,C9986,62.31
a3467b6d-e1cf,C1501,837.5
11f8519e-8d01,C17,504.0
a1e6f484-e9d5,C2431,759.0
0860ae7e-7768,C7119,259.91
4db45caf-9112,C4992,90.88
8d81bcd3-363e,C7521,317.55
c1683872-d17c,C5723,93.14
45d95a77-4a72,C3197,293.0
67329d33-04f9,C3112,236.25
fa418935-a74b,C4002,356.56
1c7124d9-bb99,C3010,283.38
7b29d11d-c58c,C10164,281.14
b09f924e-440a,C1064,176.6
919ef76f-452c,C6255,209.93
ef5a1791-7179,C6694,313.4
4a0bb04b-5856,C10157,207.17
68ea20ff-cbfe,C940,148.69
5c3c7fd1-672f,C10505,276.91
8cd8088c-b88c,C2634,46.2
5ce33be2-5ccb,C5074,167.0
8777f488-e22f,C10163,383.0
7d188b91-32ea,C4444,89.29
808c127d-48b9,C626,171.12
c157789e-68c7,C2829,129.38
4a6cc064-846c,C5204,621.0
3d498ce8-2e67,C6327,249.09
6dedb646-1406,C5721,159.27
f66147a7-4a14,C6182,52.86
45414bb4-2ed8,C771,188.08
7fbf3d92-b0d5,C6295,753.0
00f656ad-1d59,C988,187.89
322dfedb-24c0,C843,158.59
1691ae5a-ba19,C7431,1419.0
12737a82-e2af,C9481,54.92
247f2262-e26e,C4682,240.11
16ceffe2-841c,C4174,153.47
fe87591c-a034,C2579,269.36
a8165b28-f62f,C11171,237.3
1e5a55c3-a656,C7573,146.33
c9dac033-fddf,C3197,293.0
c8fda42d-0ba6,C544,261.7
271f1c1f-1e95,C7409,246.22
22863e13-8cff,C1685,1312.0
ee88ebea-25d6,C11101,1248.33
94118b64-5150,C8504,144.17
4c54bb2d-9297,C3010,283.38
b7281bf3-3f72,C8977,62.73
ad6e16d5-5abd,C9592,152.83
c8112e8c-25d2,C1109,383.0
6fa45311-8382,C3312,61.91
9a6cd924-281e,C701,614.0
7785936d-e9ae,C5043,160.57
8f317d61-b295,C5545,203.31
ce902a35-db34,C9,480.0
dfc29f5a-bac7,C3551,166.73
48b8b656-8724,C8595,80.32
8a477aac-aee3,C2829,129.38
3aaec5cf-b21f,C1158,127.25
cacbde70-edc7,C8916,254.33
8e36ed9e-5546,C7321,198.12
86fd4d10-c600,C313,306.0
c2e9813d-a146,C6292,1715.0
d1ed1b01-b66c,C5048,178.1
d0933eab-58e5,C8148,302.86
bca106db-e290,C10854,101.12
6dd53d1d-3e05,C8566,79.82
1adce926-afb2,C7848,409.6
a98952a9-90a5,C10699,108.59
a1fd7c98-40e1,C7851,365.38
1908043b-eb0d,C10341,164.46
c1c517a8-33d3,C6528,48.12
56e2cd29-2b13,C3388,295.1
8fdf41ee-1425,C2895,231.33
0cd70550-172b,C5529,127.0
c57342c1-f460,C7485,130.89
272da5c6-cb71,C8527,456.33
e8c564a0-06fe,C9477,123.68
7e76903f-b1f4,C7937,68.6
53505489-2e18,C3725,442.0
080dcb55-0ab2,C10521,228.3
ac2325f5-95aa,C9499,648.5
f2eece75-717f,C3312,61.91
af4d0241-4c3d,C5062,375.5
59f1126d-e18e,C3376,209.36
80e6ac17-ce96,C9967,552.25
0edbdac6-050b,C4385,300.2
91462d5f-3984,C4764,421.25
93a56e58-8bb3,C9197,127.31
eab651b2-731b,C4607,424.71
5e7eff78-fd16,C6406,326.1
ab2cd441-847d,C11084,271.2
95a71c83-4b8e,C4444,89.29
fbd2a8a5-cfd0,C9460,311.33
bca672c9-5c7c,C10281,149.78
61bcc0a5-138e,C9081,53.38
78797f65-b3d3,C8602,264.82
26cb60e6-526a,C8605,139.57
6ab062e0-c02b,C5316,292.0
037646c7-18f1,C10022,113.45
25c9849a-d7ea,C4297,74.38
a7874b77-7cd8,C6349,514.8
5484a43e-311f,C2964,124.33
e96521de-4331,C7348,213.36
d499579a-e733,C10084,63.62
77cf0d49-df95,C7286,434.5
87d77e53-ca08,C5407,201.09
4e8659de-0080,C2886,281.36
ac5d04e7-2fa9,C3066,171.93
07cf8ddb-23bc,C1987,109.62
e3ded8ca-005e,C5734,257.9
0167e2b8-db8b,C5204,621.0
7307d072-21ae,C5823,70.79
4fac24d6-f275,C3834,1450.5
2b445b3a-2820,C7300,160.0
b8268088-a96f,C8091,266.4
00a58c64-47e4,C6892,183.5
de1e1c8f-4d65,C9937,225.38
e9da998d-7e1d,C9362,180.31
5bab591d-8f36,C9687,179.29
ebe1f277-8130,C4452,123.47
c7032321-8efc,C2909,250.38
1f5f41d7-86d4,C7186,75.59
222922cc-7fc8,C4619,278.71
73604392-21cd,C6931,246.69
366fa30f-5839,C3056,294.78
6d906677-c5bd,C7093,83.2
d99b043c-1de8,C3967,365.33
c648a48b-b9d6,C194,100.0
4777ed07-d594,C2669,206.33
9495460c-013a,C7196,90.21
1fe063a9-e896,C437,260.42
3638af18-d38d,C5626,257.4
f233847f-2d27,C5512,145.38
691f7ec8-edd0,C6271,124.65
f9b12218-3bc0,C5300,135.25
2dbed008-7165,C4322,294.91
820652e2-f0fa,C6201,146.36
9d6aa739-f65f,C9308,261.7
2a6277e7-682e,C1399,253.08
a42b25d2-de17,C10832,323.67
e0500fee-6f17,C9725,74.88
53c53396-e0eb,C1307,87.45
11039126-b53a,C7500,219.8
56c5e36d-d380,C3594,322.0
220264e2-965b,C11074,177.2
09d7899c-0e42,C4827,254.56
c5cc3f5a-cca8,C4227,274.0
24e0a946-5c31,C4198,112.36
09d3888f-7017,C2781,176.59
3f9d99ca-f5db,C6049,765.0
c72a8ef7-6b05,C5303,174.63
bcf53574-4b62,C3578,227.56
e177c009-ae68,C2591,187.06
0cb30c25-8c1d,C2894,303.7
15f443e3-ebce,C7788,65.33
15d521ef-77d3,C10680,86.5
bcb8ccd7-664a,C8395,854.25
d9442982-882e,C7875,187.56
2304b145-009e,C9529,279.09
3f87da97-0104,C4399,159.0
570b5d73-385f,C833,106.8
408fe8cc-8c2c,C10176,594.75
54a48f17-a954,C7233,961.0
c66c247f-422a,C10812,161.0
781ac98a-84f4,C10766,124.09
9f60ddd6-4c06,C453,81.78
11752f2c-69fe,C9477,123.68
9b6a9559-f316,C6097,2111.0
9213d6e8-a87c,C7540,130.94
4ad0820e-16c3,C8955,129.62
63526d15-1a82,C9967,552.25
d05b3632-3fd0,C6428,228.64
69d2cf29-bf50,C8595,80.32
68de5fdb-ed29,C437,260.42
0b04fd0b-da28,C7326,169.14
f8577976-30e2,C2125,262.6
70590bf5-bf43,C9392,59.11
337e19b0-7c17,C3321,589.25
36d95823-7eb9,C4867,199.12
42c1ac87-204e,C2591,187.06
604fe366-1ed2,C6382,112.94
bebd6928-418e,C4329,49.44
986bcfbf-c913,C3005,290.0
38b09307-2c35,C1743,170.82
2c9c0566-fcd5,C4351,517.0
522fac3d-2103,C2868,157.71
c8e85487-10e1,C2471,142.28
a3cf839d-8336,C3340,437.5
3fce2348-6db5,C5848,281.92
2fe76b32-0d4d,C7232,80.32
f769225c-2648,C4179,144.14
2225d27b-1873,C1966,352.5
d7384f9a-29a4,C7646,206.54
97f6dfce-779e,C8278,773.0
7e051be4-1729,C5010,80.15
3d574a36-9d3f,C810,134.39
2472d214-32d4,C1715,107.7
d3658e2a-30c7,C7321,198.12
ca6851c2-9c67,C7788,65.33
091b1e6a-1ed1,C10129,149.3
681bd02a-3bc0,C6262,334.33
88166992-5d53,C4141,426.14
84ea50a2-cdf3,C1340,258.07
89c582cf-35f8,C4608,242.14
f847a1ce-1052,C7165,298.44
60da4c2d-72f4,C5954,221.88
700c1a28-f2e4,C9292,1704.0
91f6b439-4a7a,C6384,134.5
ceaeb833-c57c,C7966,482.0
18fa4fa4-4c7a,C4832,63.06
876d40a8-d9be,C6119,170.0
70a92af0-0b6b,C2563,69.24
d83857e0-1f8f,C10660,120.87
aaa190c0-d2bb,C2782,226.9
b8532e7a-8334,C9481,54.92
fc12876a-8897,C3197,293.0
b3a7da35-b7e6,C2125,262.6
f5812c16-ed2a,C1665,334.0
bfd29b61-52d0,C9353,153.06
30a9a4e0-24d5,C9888,159.0
14024195-ae04,C640,238.7
632f2f80-c097,C8230,115.33
445da10d-2cf2,C246,162.94
6103da5a-db8e,C9595,267.7
6142152f-9c7b,C1619,235.31
630f6d78-a3d3,C11007,152.0
70214a2a-af91,C1920,280.0
c5744646-952c,C3578,227.56
0b77747e-2168,C3202,195.27
d105d5d7-aa7b,C486,269.92
78db502a-e528,C55,468.6
0dbea98c-a32b,C6457,159.0
f4844801-8b4b,C8299,141.6
e99f9c07-eaf7,C7959,194.59
36811040-c609,C2894,303.7
a089b2d5-e489,C1139,179.76
3ac8bb12-1939,C6466,103.65
a0910fff-cdb0,C310,234.36
e35e6d6d-0d2c,C2130,134.5
c19e1c73-300c,C7433,310.0
abde1a8e-4d45,C7987,152.17
5385fb38-498b,C4550,82.24
1750180a-4156,C5555,356.28
6a57fef1-96af,C5430,756.0
b1d654de-42eb,C2256,75.4
b710d5ff-726b,C9829,51.78
2db1a383-72d3,C8093,184.56
26c26188-a049,C2005,149.0
6815f638-1458,C9697,131.82
22d1cabd-c413,C9353,153.06
d5d1c96f-626f,C6445,464.0
8e8d319a-2c4b,C8663,104.12
0921cfea-7bfe,C4713,1316.0
d155aeba-d496,C6387,114.42
1fa3127d-edbd,C2174,101.63
1fc04f83-bccd,C194,100.0
16d1cc0e-5e6b,C4548,174.8
775a71ab-3800,C868,98.21
fdd122e9-8572,C1619,235.31
26900cb5-7c52,C9426,220.82
e0c2a35f-71b8,C3524,552.0
3bc99c23-bd0f,C8008,187.88
94d3b7b1-06a0,C1463,125.4
0d8e80ee-05a8,C10133,169.87
7d20b633-9944,C6652,161.1
a005a8c9-8b69,C7698,97.82
39569f41-ece4,C3571,1319.5
23b20272-2504,C2712,272.18
65b4bf14-5a2a,C7419,75.13
f4b653c5-80e4,C9797,161.4
2036ad66-0d26,C793,145.0
323aefce-2522,C2634,46.2
440a948f-947a,C8614,118.61
a874799b-42cb,C3182,130.13
e9d5df7e-33df,C9937,225.38
c13a91e9-8770,C7755,218.73
2b150689-2bb5,C11084,271.2
9c577b03-692e,C1998,87.22
e41c7db9-22a5,C4058,232.09
03c97e3e-bb4f,C182,183.8
1ae2d327-1044,C4119,160.9
b30a5064-b838,C2534,104.73
6747553d-0340,C1448,77.67
df7fcbf8-cdd1,C5636,430.0
fed59022-e4e3,C8135,113.1
d392fa4d-a140,C10680,86.5
290e342a-c7e2,C2258,171.25
7b6f2d94-edcf,C7620,168.5
9bb568fa-406e,C10560,90.18
4ac334e2-ff3c,C5084,220.91
bd9911d6-cd25,C9530,93.27
d604600a-5205,C10492,93.82
026d24b3-cee0,C10127,143.82
19bab40c-6c00,C7875,187.56
16ff7a2c-2ff0,C868,98.21
efdc8e0d-7206,C6398,51.07
a7e10d82-89e0,C8595,80.32
6576e37d-bd99,C5113,604.0
4d0cdef1-6762,C7275,462.67
c5d8eb22-12be,C1371,185.0
749eee96-ab9d,C8439,155.35
5dee8c20-58c7,C8362,584.5
cdb72c3d-925e,C907,174.73
4ebb9f76-0aa3,C7366,1052.33
ae0cda93-1830,C5718,480.71
33d17b3a-f659,C4910,716.0
cdf57d5b-6d4d,C3967,365.33
08a651e3-fd0b,C7005,143.82
fa93d945-691e,C5491,197.3
356045f7-ade2,C1970,709.0
5010dbe3-11d3,C10796,105.75
d1831ac0-57cd,C10099,577.25
1cbc9ad4-59ba,C4609,109.27
e227b155-3943,C8890,161.29
c6f15ecb-27fc,C5610,92.93
e5643394-fd07,C1135,54.92
2b59552c-2adb,C2157,99.55
15201f23-fb11,C10163,383.0
aa09c3ab-e9de,C503,77.82
b0483f44-28ec,C6729,1430.0
997e85e2-a72e,C5723,93.14
c771b602-1034,C4867,199.12
0f49a106-2645,C9727,70.0
81a04e84-3d1c,C9392,59.11
4d475dfc-c180,C2815,106.31
7c1eb4bd-d576,C5633,116.11
89ab7a28-59a0,C9923,241.75
95e3226d-2739,C10424,395.38
8ee36aa7-1836,C9706,263.0
2c25190a-4f04,C7629,48.47
9732fc65-f40e,C3635,121.72
d84a7d28-e96e,C4301,162.78
314ae96f-dede,C574,118.07
589d238c-2036,C773,297.33
4fc63a3f-bd84,C4095,1547.0
17b7ee03-bdcb,C8159,178.0
c20a6ae0-550f,C7516,78.38
9d5aef40-075b,C1016,95.93
1143562a-407b,C8486,115.64
4322d698-d16f,C10909,320.58
238b63a0-a60a,C2258,171.25
3f4c7bab-5e0a,C9931,9.82
ec66ea7b-9f67,C5866,143.36
2c071abe-dd70,C8397,88.67
6c2ca17a-c9a1,C3560,317.55
a1abb23b-cf79,C5517,131.62
a5a7228f-8bde,C5092,195.27
8e89ea7e-2722,C2724,100.33
27a87161-c555,C819,659.0
fd8f6a9f-faf5,C2202,214.25
c6b7e964-c851,C3334,171.43
87af3c99-7dbf,C3334,171.43
5f3b9039-fe17,C49,38.95
0700138d-5534,C6211,119.85
dd6468f7-0b36,C10281,149.78
31bf2139-08e0,C2634,46.2
61604688-107d,C7822,750.67
9c6bf5dd-f19b,C4580,350.67
914c53dc-efd3,C4973,38.95
b90fa917-9271,C5423,131.22
050adee3-6b1a,C9386,122.82
967fd8a5-c51c,C2075,301.9
87af0e84-be48,C6905,840.25
343226e7-ad1d,C5015,479.33
c5954113-aa9b,C3312,61.91
4be734fe-8f5b,C10785,108.0
3d081d74-62f8,C5010,80.15
fce8cb38-d45e,C5232,221.54
3531646f-e992,C9723,313.44
7bdce147-d654,C11171,237.3
94e4b335-b214,C3267,132.61
5b5d372f-bc7f,C8916,254.33
3ec3e94c-23b4,C4609,109.27
